"STATION","NAME","DATE","AWND","PGTM","PRCP","TAVG","TMAX","TMIN","WSFG"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-02",," 1318","0.0",,"19.4","12.2","10.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-03",," 1718","0.0",,"19.4","11.7","10.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-04",," 1754","0.0",,"21.7","12.2","9.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-05",," 1612","0.0",,"25.0","11.7","11.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-06",," 1354","0.0",,"22.8","12.2","10.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-07",," 1442","0.0",,"21.7","15.0","10.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-08",," 1736","0.0",,"25.0","15.0","10.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-09",," 1130","0.0",,"21.1","13.3","10.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-10",," 1154","0.0",,"21.1","12.2","11.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-11",," 1536","0.0",,"22.2","12.2","11.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-12",," 1748","0.0",,"22.2","12.2","17.0"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-13",," 2230","0.0",,"18.3","13.3","15.4"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-14",," 0000","0.0",,"19.4","13.3","13.4"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-15",," 1542","0.0",,"20.0","13.3","11.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-16",," 1300","0.0",,"24.4","11.7","8.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-17",," 1624","0.0",,"24.4","12.2","13.4"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-18",," 1618","0.0",,"19.4","13.9","10.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-19",," 1418","0.0",,"23.9","15.6","9.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-20",," 1624","0.0",,"23.9","15.6","11.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-21",," 1706","0.0",,"23.3","14.4","13.4"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-22",," 1600","0.0",,"22.8","15.0","13.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-23",," 1742","0.0",,"21.7","13.9","17.5"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-24",," 0118","0.0",,"22.8","13.3","14.4"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-25",," 1124","0.0",,"26.1","13.3","5.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-26",," 1706","0.0",,"22.2","13.3","10.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-27",," 1512","0.0",,"23.3","13.9","7.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-28",," 1306","0.0",,"23.3","14.4","9.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-29",," 1542","0.0",,"23.3","13.3","11.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-30",," 1542","0.0",,"22.2","12.2","11.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-08-31",," 1406","0.0",,"21.7","12.2","12.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-01",," 1448","0.0",,"22.2","11.7","10.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-02",," 1754","0.0",,"22.2","13.3","8.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-03",," 1424","0.0",,"22.2","15.6","9.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-04",," 1300","0.0",,"21.7","13.9","11.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-05",," 1518","0.0",,"20.6","12.2","12.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-06",," 1454","0.0",,"22.8","12.8","9.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-07",," 1654","0.0",,"24.4","11.1","8.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-08",," 1454","0.0",,"22.8","13.3","10.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-09",," 1312","0.0",,"22.8","12.8","10.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-10",," 1600","0.0",,"23.3","11.7","10.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-11",," 1224","0.0",,"18.9","11.7","10.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-12",," 1518","0.0",,"21.7","12.2","10.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-13",," 1700","0.0",,"19.4","11.1","11.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-14",," 1700","0.0",,"18.9","12.2","11.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-15",," 1548","0.0",,"20.0","10.0","10.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-16",," 1330","0.0",,"21.1","11.1","9.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-17",," 1524","0.0",,"20.0","11.1","10.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-18",," 1306","0.0",,"21.7","11.7","8.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-19",," 1624","0.0",,"20.0","12.2","11.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-20",," 1730","0.0",,"26.7","10.0","11.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-21",," 1900","0.0",,"25.0","11.1","12.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-22",," 1630","0.0",,"20.0","13.3","12.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-23",," 1618","0.0",,"21.1","7.2","12.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-24",," 1618","0.0",,"20.0","11.7","14.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-25",," 1142","0.0",,"20.6","8.3","7.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-26",," 1754","6.9",,"22.2","16.1","9.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-27",," 1530","0.8",,"20.6","13.3","6.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-28",," 1818","0.0",,"25.0","11.7","8.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-29",," 1730","0.0",,"28.3","13.3","9.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-09-30",," 1642","0.0",,"20.0","13.9","10.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-01",," 1418","0.0",,"15.6","12.8","7.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-02",," 1348","1.3",,"20.6","12.8","8.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-03",," 2112","0.0",,"22.8","13.3","10.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-04",," 1536","0.0",,"20.0","12.8","12.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-05",," 1630","0.0",,"27.2","13.3","8.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-06",," 1706","0.0",,"31.1","13.3","8.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-07",," 1618","0.0",,"25.6","13.9","17.0"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-08",," 1730","0.0",,"20.6","16.1","10.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-09",," 1136","24.1",,"19.4","14.4","11.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-10",," 1436","0.3",,"22.2","14.4","11.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-11",," 1624","53.3",,"18.9","14.4","9.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-12",," 1118","8.4",,"18.9","15.0","10.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-13",," 1412","1.3",,"19.4","13.3","11.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-14",," 1712","25.9",,"18.9","13.3","10.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-15",," 1342","12.4",,"19.4","12.2","10.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-16",," 1218","6.1",,"16.7","12.8","9.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-17",," 1848","0.0",,"20.0","12.8","7.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-18",," 1754","0.0",,"20.6","12.2","9.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-19",," 2306","0.0",,"16.1","13.3","7.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-20",," 1712","0.0",,"17.8","13.3","8.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-21",," 1748","0.0",,"18.3","10.6","7.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-22",," 1742","0.0",,"15.0","12.8","5.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-23",," 1730","0.0",,"22.2","13.9","5.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-24",," 1636","0.0",,"23.9","11.7","6.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-25",," 2018","0.0",,"21.1","11.7","7.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-26",," 1500","0.0",,"17.8","10.6","8.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-27",," 1406","0.0",,"18.9","9.4","7.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-28",," 1606","0.0",,"16.7","10.0","14.4"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-29",," 1930","0.0",,"16.1","6.1","14.4"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-30",," 0024","0.0",,"16.7","8.3","12.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-10-31",," 1424","0.0",,"17.8","5.0","7.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-01",," 1618","0.0",,"17.2","9.4","7.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-02",," 1654","0.0",,"19.4","13.3","6.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-03",," 1536","22.4",,"18.3","13.9","8.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-04",," 1912","1.5",,"17.2","12.2","12.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-05",," 0036","0.0",,"16.7","8.9","7.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-06",," 1430","0.0",,"16.1","5.6","8.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-07",," 0848","3.8",,"15.6","11.1","10.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-08",," 1530","0.0",,"15.6","7.8","7.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-09",," 2036","6.9",,"15.0","6.7","12.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-10",," 2124","20.3",,"16.7","11.1","12.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-11",," 1124","2.0",,"15.0","10.6","14.4"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-12",," 2200","0.0",,"13.9","6.7","6.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-13",," 1436","40.6",,"13.9","10.6","12.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-14",," 1642","10.2",,"15.0","10.0","9.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-15",," 1418","21.1",,"13.9","9.4","15.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-16",," 2036","1.5",,"14.4","8.9","9.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-17",," 1554","0.0",,"15.6","7.8","9.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-18",," 1906","0.5",,"15.6","8.9","9.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-19",," 0906","0.0",,"15.6","7.8","7.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-20",," 0518","0.0",,"14.4","5.6","5.1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-21",," 2336","0.0",,"13.3","7.8","5.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-22",," 1306","0.0",,"15.0","5.6","6.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-23",," 2212","0.0",,"14.4","4.4","8.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-24",," 1624","0.0",,"13.9","8.3","5.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-25",," 0348","0.0",,"13.9","7.2","4.1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-26",," 1936","0.0",,"13.9","6.1","5.1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-27",," 0554","0.0",,"17.2","6.1","5.1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-28",," 1848","0.0",,"16.7","5.0","5.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-29",," 1054","0.0",,"13.3","5.6","8.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-11-30",," 1230","0.0",,"13.9","3.3","4.6"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-01",," 0548","0.0",,"9.4","4.4","7.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-02",," 0706","0.0",,"11.1","6.1","4.1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-03",," 2042","2.0",,"14.4","9.4","10.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-04",," 0806","4.1",,"10.6","4.4","14.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-05",," 2330","2.5",,"9.4","-0.6","15.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-06",," 0048","10.4",,"11.1","2.8","14.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-07",," 1418","9.7",,"9.4","1.1","12.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-08",," 1906","0.0",,"3.9","-1.1","9.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-09",," 0930","0.0",,"2.8","-4.4","8.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-10",," 1912","0.0",,"5.0","-1.7","8.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-11",," 1130","0.0",,"6.7","-3.3","5.1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-12",," 2042","0.5",,"6.1","-1.7","7.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-13",," 0354","0.0",,"8.3","-1.1","7.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-14",," 2212","0.0",,"5.0","-1.1","8.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-15",," 0800","0.0",,"5.0","0.0","5.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-16",," 2218","3.6",,"6.7","2.8","7.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-17",," 0936","17.5",,"11.7","5.6","10.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-18",," 2000","4.6",,"15.6","7.8","8.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-19",," 1612","0.3",,"15.6","10.0","3.1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-20",," 0906","0.0",,"13.3","10.0","4.6"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-21",," 2336","0.3",,"14.4","10.0","10.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-22",," 0042","3.6",,"16.1","10.0","12.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-23",," 2336","1.3",,"12.2","6.1","11.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-24",," 0118","0.0",,"16.1","7.8","12.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-25",," 0600","0.0",,"17.8","4.4","5.1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-26",," 0942","0.0",,"13.9","3.3","5.1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-27",," 1948","0.8",,"13.3","6.1","11.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-28",," 1530","0.0",,"12.8","4.4","10.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-29",," 1418","0.0",,"12.2","1.7","6.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-30",," 2036","0.0",,"12.2","1.7","7.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1972-12-31",," 1212","0.0",,"15.0","1.7","14.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-01",," 0912","0.0",,"15.0","2.2","6.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-02",," 2254","0.0",,"12.8","1.7","11.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-03",," 0100","0.0",,"11.1","3.9","11.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-04",," 1306","0.0",,"11.1","1.7","7.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-05",," 1618","0.0",,"10.0","0.6","5.1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-06",," 0906","0.0",,"8.9","0.0","4.1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-07",," 1042","0.0",,"8.3","-0.6","3.6"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-08",," 1454","29.5",,"12.2","4.4","10.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-09",," 0824","33.0",,"13.9","9.4","14.4"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-10",," 2300","1.0",,"12.2","8.9","6.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-11",," 1518","15.7",,"15.0","10.0","10.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-12",," 0318","1.5",,"16.7","11.1","9.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-13",," 1106","0.0",,"12.8","10.0","4.1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-14",," 1200","0.0",,"14.4","9.4","7.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-15",," 2130","1.0",,"14.4","10.0","14.4"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-16",," 0318","46.7",,"15.6","9.4","21.6"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-17",," 1754","26.9",,"13.9","7.2","18.5"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-18",," 0600","35.1",,"14.4","7.2","20.0"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-19",," 1324","0.5",,"11.7","5.0","12.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-20",," 1436","0.5",,"12.8","2.2","8.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-21",," 0036","2.8",,"9.4","5.0","8.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-22",," 0812","0.0",,"11.7","2.2","9.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-23",," 1048","0.0",,"11.1","1.1","5.1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-24",," 2036","1.8",,"11.1","3.9","6.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-25",," 1424","2.8",,"12.2","5.0","10.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-26",," 0000","0.0",,"10.6","1.1","5.1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-27",," 2142","0.0",,"11.1","1.1","5.1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-28",," 1954","0.0",,"14.4","1.7","5.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-29",," 0324","8.6",,"15.0","8.9","12.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-30",," 0248","3.6",,"12.8","7.2","7.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-01-31",," 0906","0.3",,"12.8","8.3","10.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-01",," 1124","0.0",,"14.4","4.4","5.1"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-02",," 2000","0.0",,"13.3","6.7","6.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-03",," 2206","10.4",,"12.2","7.8","9.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-04",," 1048","5.3",,"16.1","7.2","14.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-05",," 1824","3.0",,"14.4","6.1","6.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-06",," 1806","33.5",,"13.3","10.0","12.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-07",," 0054","3.6",,"15.0","9.4","8.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-08",," 1554","0.0",,"15.0","9.4","11.8"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-09",," 2000","23.9",,"15.0","10.0","15.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-10",," 1318","6.1",,"14.4","10.0","12.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-11",," 1218","2.5",,"14.4","8.9","10.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-12",," 1430","17.3",,"11.7","5.0","13.9"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-13",," 0048","1.0",,"15.6","8.9","8.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-14",," 1342","17.0",,"14.4","8.3","15.4"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-15",," 1748","0.0",,"15.0","4.4","8.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-16",," 1800","0.0",,"16.1","4.4","9.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-17",," 1530","0.0",,"16.7","6.7","9.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-18",," 0824","0.0",,"16.7","4.4","6.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-19",," 1418","0.0",,"15.6","4.4","3.6"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-20",," 1942","0.0",,"18.9","5.0","7.7"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-21",," 1748","0.0",,"20.0","6.1","6.2"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1973-02-22",," 1648","0.0",,"15.6","8.3","5.7"
